id,imdb_genres
11950,"Crime,Thriller"
11951,Drama
11952,"Drama,Romance"
11955,"Comedy,Romance"
11956,"Horror,Mystery,Thriller"
11958,"Adventure,Sci-Fi"
11961,"Comedy,Romance"
11962,"Comedy,Sport"
11964,"Comedy,Romance"
11966,"Crime,Drama,Mystery"
11968,"Biography,Drama,War"
11969,"Adult,Sci-Fi"
11970,"Drama,Horror,Mystery"
11973,"Action,Adventure,Comedy"
11975,"Comedy,Drama,Romance"
11976,"Horror,Thriller"
11978,"Drama,Thriller"
11979,"Comedy,Drama"
11980,"Drama,Musical,Romance"
11981,Comedy
11983,"Comedy,War"
11984,Comedy
11987,"Action,Drama,Thriller"
11988,"Comedy,Drama,Sport"
11989,Drama
11990,"Crime,Drama,Film-Noir"
11991,"Action,Thriller"
11993,"Crime,Drama,Romance"
11994,"Action,Comedy,Thriller"
11995,"Drama,Family,Musical"
12002,"Action,Comedy,Drama"
12004,"Comedy,Romance"
12005,"Drama,Thriller"
12007,"Action,Comedy,Horror"
12008,"Drama,Mystery,Thriller"
12012,"Comedy,Drama"
12016,"Comedy,Musical,Romance"
12019,Drama
12021,"Adventure,Comedy,Drama"
12024,Comedy
12027,Comedy
12029,"Horror,Thriller"
12032,"Action,Drama,Thriller"
12033,"Action,Fantasy,Thriller"
12034,"Action,Crime,Drama"
12038,"Action,Comedy,Horror"
12043,Horror
12044,Horror
12045,"Comedy,Fantasy,Horror"
12049,"Comedy,Drama,Romance"
12053,"Adventure,Drama,History"
12055,"Drama,Romance"
12059,"Drama,Romance,War"
12060,Horror
12061,"Comedy,Fantasy"
12063,"Action,Comedy,Drama"
12067,Horror
12070,"Drama,Romance,Thriller"
12071,"Crime,Drama,Music"
12073,Horror
12074,"Action,Drama,Romance"
12076,Horror
12078,"Comedy,Family,Fantasy"
12079,Comedy
12082,"Comedy,Drama,Horror"
12088,"Drama,Romance"
12089,Drama
12090,"Action,Adventure,Comedy"
12092,"Action,Crime,Drama"
12093,"Comedy,Drama"
12094,Comedy
12095,"Drama,Western"
12096,"Drama,Fantasy,Sci-Fi"
12097,"Action,Comedy,Drama"
12098,"Action,Drama,Western"
12104,"Action,Crime,Drama"
12105,"Action,Drama"
12106,"Action,Comedy,Drama"
12107,"Action,Sci-Fi"
12108,Drama
12109,"Comedy,Drama,Romance"
12112,"Action,Crime,Drama"
12114,"Comedy,Crime,Mystery"
12119,"Drama,Music"
12121,Comedy
12124,"Crime,Romance"
12125,"Crime,Drama,Film-Noir"
12126,"Horror,Sci-Fi"
12127,"Drama,Romance"
12128,"Comedy,Romance"
12131,"Comedy,Horror"
12132,"Comedy,Romance"
12135,"Action,Drama,Romance"
12137,"Drama,Horror,Sci-Fi"
12141,"Adventure,Comedy,Family"
12142,"Drama,Romance"
12143,"Comedy,Romance"
12146,"Action,Adventure,Drama"
12147,"Drama,Family,Musical"
12150,"Drama,Romance"
12151,"Action,Comedy,Drama"
12152,"Comedy,Drama,Romance"
12158,"Crime,Drama,Thriller"
12159,"Comedy,Drama,Family"
12161,"Comedy,Family,Sci-Fi"
12163,"Comedy,Drama,Romance"
12165,"Drama,Romance"
12167,"Drama,Romance"
12171,"Romance,Thriller"
12179,"Action,Comedy"
12181,"Drama,Romance,Sport"
12182,Drama
12183,"Drama,Romance,Thriller"
12186,"Adventure,Drama,Family"
12187,"Comedy,Drama,Romance"
12195,"Comedy,Musical"
12197,"Comedy,Drama"
12198,Action
12199,"Comedy,Western"
12201,"Action,Comedy,Crime"
12203,"Comedy,Drama"
12204,"Action,Adventure,Sci-Fi"
12205,Comedy
12208,"Drama,Musical,Mystery"
12210,"Action,Adventure,Drama"
12214,Drama
12215,Crime
12216,"Action,Drama"
12217,"Comedy,Crime,Mystery"
12219,"Comedy,Romance"
12220,"Drama,Thriller"
12221,"Drama,Musical"
12222,"Comedy,Fantasy,Horror"
12228,"Action,Adventure,Drama"
12229,"Comedy,Drama,Romance"
12230,"Drama,Western"
12231,"Action,Comedy,Romance"
12232,Drama
12236,"Action,Crime,Drama"
12237,"Drama,Mystery"
12238,"Drama,Romance"
12239,"Comedy,Crime,Drama"
12240,"Drama,Romance,Thriller"
12245,"Comedy,Drama,Romance"
12249,"Drama,Romance,War"
12250,"Comedy,Sport"
12251,"Drama,Film-Noir,Mystery"
12252,"Comedy,Drama,Romance"
12254,"Drama,Musical,Romance"
12256,"Comedy,Fantasy,Romance"
12263,"Drama,Musical,Thriller"
12267,"Drama,Family,Romance"
12269,"Comedy,Romance"
12271,"Comedy,Drama,Romance"
12272,"Comedy,Drama,Romance"
12273,"Comedy,Drama,Romance"
12274,"Action,Adventure,Comedy"
12275,Drama
12277,"Comedy,Drama,Fantasy"
12278,"Action,Drama,Family"
12280,"Documentary,History,War"
12281,"Crime,Drama,Thriller"
12282,"Comedy,Music"
12283,"Comedy,Drama"
12284,"Action,Crime,Drama"
12285,Drama
12287,"Action,Adventure,Comedy"
12288,"Crime,Drama"
12290,"Comedy,Drama,Romance"
12291,"Action,Adventure,Fantasy"
12294,"Action,Comedy,Romance"
12295,Drama
12297,Comedy
12299,"Action,Adventure,Animation"
12305,"Drama,Romance"
12306,"Action,Crime,Drama"
12307,"Comedy,Drama,Romance"
12309,Comedy
12310,"Action,Adventure,Family"
12313,"Comedy,Romance"
12314,"Action,Drama,Mystery"
12316,"Comedy,Drama"
12320,"Adventure,Family,Sci-Fi"
12321,"Action,Comedy,Documentary"
12322,"Comedy,Drama,Romance"
12323,"Comedy,Horror"
12324,"Comedy,Drama,Romance"
12328,"Crime,Mystery,Thriller"
12330,"Horror,Sci-Fi"
12331,"Comedy,Horror"
12332,"Comedy,Crime,Musical"
12333,"Action,Drama,Romance"
12334,"Adventure,Comedy,Crime"
12339,"Comedy,Family,Western"
12340,"Comedy,Fantasy,Romance"
12342,"Animation,Comedy,Musical"
12344,"Comedy,Drama"
12345,"Adventure,Comedy,Western"
12347,"Comedy,Drama,Musical"
12348,Comedy
12349,"Comedy,Drama,Romance"
12350,"Drama,History,Romance"
12351,"Drama,Thriller"
12352,"Drama,Horror,Sci-Fi"
12353,"Comedy,Horror,Musical"
12357,"Adventure,Drama,Family"
12358,"Comedy,Family,Sci-Fi"
12359,"Adventure,Comedy,Drama"
12360,"Action,Comedy,Crime"
12363,Horror
12364,"Drama,Mystery,Romance"
12365,"Comedy,Drama"
12366,"Comedy,Sci-Fi"
12367,"Drama,Romance"
12368,Western
12370,"Drama,Thriller"
12372,"Comedy,Drama"
12373,Drama
12374,"Comedy,Drama,Romance"
12376,"Crime,Horror,Sci-Fi"
12378,"Drama,Thriller"
12380,Drama
12381,"Crime,Drama"
12384,"Drama,History,Romance"
12387,"Comedy,Romance"
12389,Comedy
12391,"Adventure,Animation,Drama"
12399,"Comedy,Drama,Musical"
12400,"Drama,Musical,Mystery"
12401,"Drama,War"
12404,"Drama,War,Western"
12405,"Comedy,Drama,Romance"
12406,"Action,Family,Fantasy"
12407,"Comedy,Drama"
12408,"Action,Family,Thriller"
12410,"Comedy,Drama"
12413,"Drama,Romance,Thriller"
12414,"Comedy,Family,Sport"
12415,"Comedy,Musical"
12416,"Adventure,Animation,Comedy"
12418,"Crime,Drama,Film-Noir"
12419,"Adventure,Drama"
12421,"Adventure,Biography,Drama"
12425,Action
12426,"Action,Crime,Drama"
12427,"Comedy,Family,Fantasy"
12428,"Comedy,Family"
12429,"Comedy,Family,Western"
12431,"Adventure,Comedy,Family"
12434,"Adventure,Comedy,Fantasy"
12436,Drama
12438,Romance
12440,"Action,Comedy,Fantasy"
12441,"Biography,Drama,History"
12448,"Action,Drama,Thriller"
12449,"Biography,Drama,Music"
12452,"Drama,Musical,Romance"
12454,Comedy
12455,"Comedy,Musical,Romance"
12458,"Biography,Drama,Romance"
12459,"Drama,Romance,Thriller"
12463,"Drama,Music,Romance"
12466,"Animation,Comedy,Fantasy"
12467,"Adventure,Animation,Comedy"
12469,"Biography,Crime,Drama"
12470,"Comedy,Drama"
12476,"Drama,War"
12481,"Comedy,Drama,Fantasy"
12482,"Comedy,Crime,Drama"
12486,"Drama,Romance"
12488,"Adventure,Animation,Drama"
12490,Drama
12491,"Crime,Horror,Sci-Fi"
12492,"Comedy,Drama,History"
12493,"Comedy,Drama,Romance"
12495,"Drama,Romance"
12496,Drama
12497,"Action,Thriller"
12498,"Action,Comedy,Drama"
12501,"Comedy,Crime"
12503,"Adventure,Drama,History"
12506,"Crime,Drama,Thriller"
12508,Comedy
12509,"Comedy,Music,Romance"
12512,"Action,Crime,Thriller"
12515,"Comedy,Fantasy,Romance"
12516,Comedy
12518,"Adventure,Comedy,Music"
12521,"Animation,Comedy"
12524,"Action,Adventure,Crime"
12527,"Action,Horror,Sci-Fi"
12531,"Action,Adventure,Comedy"
12533,"Horror,Sci-Fi,Thriller"
12534,"Crime,Mystery,Thriller"
12535,Drama
12542,"Documentary,War"
12546,"Comedy,Musical,Romance"
12547,"Comedy,Musical,Romance"
12548,"Action,Drama"
12550,Action
12551,"Adventure,Comedy"
12553,"Comedy,Drama,Mystery"
12554,"Drama,Fantasy"
12556,"Drama,Western"
12561,"Comedy,Family,Sci-Fi"
12563,"Comedy,Drama"
12564,"Drama,Romance"
12565,"Drama,Mystery,Thriller"
12566,"Comedy,Crime"
12567,"Drama,Western"
12572,"Biography,Drama,Romance"
12573,"Documentary,Drama"
12574,Drama
12577,"Documentary,Music"
12582,"Comedy,Family,War"
12590,"Comedy,Family"
12595,"Drama,History"
12597,"Drama,Western"
12602,"Crime,Mystery,Thriller"
12604,"Crime,Drama"
12605,Drama
12606,Comedy
12608,"Drama,Horror,Mystery"
12613,"Comedy,Drama"
12614,"Action,Comedy"
12615,"Drama,Western"
12616,"Crime,Drama,Thriller"
12617,Comedy
12619,Comedy
12622,"Action,Adventure"
12632,"Action,Drama"
12634,"Action,Adventure,Comedy"
12638,"Drama,Music,Romance"
12639,"Comedy,Drama"
12642,"Drama,Western"
12643,"Horror,Sci-Fi"
12649,"Adventure,Drama"
12650,"Crime,Drama,Mystery"
12651,"Comedy,Drama,Romance"
12654,"Comedy,Crime,Drama"
12655,"Crime,Horror,Sci-Fi"
12657,"Comedy,Drama"
12658,"Horror,Sci-Fi"
12659,Comedy
12660,"Comedy,Music"
12661,Comedy
12662,"Crime,Drama,Thriller"
12663,Comedy
12664,"Comedy,Romance"
12665,"Crime,Mystery,Thriller"
12666,"Comedy,War"
12668,"Comedy,Drama,Musical"
12669,"Drama,Western"
12670,"Crime,Mystery,Thriller"
12674,"Comedy,Fantasy,Musical"
12675,Drama
12677,"Action,Crime,Drama"
12679,"Action,Crime,Drama"
12681,"Action,Adventure,Family"
12690,"Adventure,Horror,Mystery"
12696,"Comedy,Drama,Romance"
12697,"Drama,Horror,Thriller"
12698,"Action,Sci-Fi"
12699,Horror
12700,"Action,Adventure,Animation"
12702,"Comedy,Family,Sci-Fi"
12704,"Action,Crime,Drama"
12705,"Adventure,Sci-Fi"
12707,"Crime,Drama"
12710,"Comedy,Family,Romance"
12712,"Action,Adventure,Comedy"
12713,"Horror,Mystery,Thriller"
12715,"Biography,Drama,History"
12716,Drama
12719,"Action,Drama,Horror"
12721,"Crime,Drama,Mystery"
12722,"Comedy,Family,Fantasy"
12723,"Drama,Thriller"
12724,"Drama,Horror,Mystery"
12725,Thriller
12727,"Mystery,Sci-Fi,Thriller"
12728,"Crime,Drama,Horror"
12733,"Drama,Family"
12737,"Action,Crime,Drama"
12743,"Action,Crime,Drama"
12744,"Biography,Crime,Drama"
12745,"Action,Drama"
12747,Comedy
12751,"Action,Animation,Sport"
12752,"Romance,Sci-Fi"
12753,Comedy
12757,Drama
12759,"Action,Comedy,Romance"
12760,"Comedy,Drama,Romance"
12761,"Animation,Family,Fantasy"
12762,"Drama,War"
12764,"Action,Crime,Thriller"
12765,Action
12767,Drama
12768,"Crime,Drama,Thriller"
12773,"Action,Comedy,Romance"
12777,"Comedy,Drama,Musical"
12780,"Action,Comedy,Romance"
12781,"Adventure,Comedy,Romance"
12782,"Crime,Drama,Mystery"
12784,"Comedy,Romance"
12785,Drama
12786,Comedy
12788,Drama
12790,"Drama,Western"
12797,"Drama,Western"
12800,"Drama,History,Romance"
12802,"Drama,Fantasy,Romance"
12805,"Comedy,Drama,Romance"
12806,"Comedy,Drama,Romance"
12807,Comedy
12810,Comedy
12811,"Comedy,Western"
12812,Drama
12814,"Drama,Romance,War"
12816,Comedy
12817,"Adventure,Drama,Romance"
12818,"Comedy,Romance,War"
12819,Comedy
12820,Drama
12822,Comedy
12827,"Horror,Thriller"
12828,"Comedy,Drama"
12829,"Action,Fantasy,Sci-Fi"
12830,"Action,Drama,Fantasy"
12834,"Comedy,Mystery,Romance"
12835,"Action,Adventure,Animation"
12845,"Romance,Western"
12848,"Comedy,Crime,Drama"
12849,Drama
12857,"Comedy,Drama"
12858,"Comedy,Romance"
12862,"Drama,Romance"
12863,"Adventure,Drama,History"
12867,"Drama,Romance,Sport"
12868,"Drama,Romance"
12869,"Comedy,Romance"
12870,"Action,Drama"
12873,Documentary
12874,"Comedy,Drama"
12877,Horror
12879,Drama
12887,Documentary
12897,"Comedy,Romance"
12899,"Comedy,Musical"
12904,"Comedy,Crime,Mystery"
12905,Drama
12906,"Horror,Sci-Fi"
12907,"Biography,Drama,Sport"
12910,"Comedy,Drama,Romance"
12913,"Drama,Romance"
12915,Documentary
12919,Comedy
12921,"Drama,Western"
12922,"Drama,Fantasy,Romance"
12923,"Comedy,Drama,Sport"
12928,"Comedy,Drama,Family"
12929,"Comedy,Drama"
12935,"Action,Thriller"
12936,"Drama,History,Romance"
12937,"Comedy,Crime"
12942,"Action,Crime,Drama"
12944,"Action,Drama,Thriller"
12945,"Action,War"
12948,"Action,Drama,Thriller"
12949,"Action,Crime,Thriller"
12952,"Action,Comedy,Crime"
12959,"Action,Crime,Drama"
12960,"Action,Drama"
12966,"Crime,Romance,Thriller"
12970,"Comedy,Drama,Romance"
12971,"Adventure,Comedy,Family"
12973,"Comedy,Drama"
12975,"Comedy,Crime,Mystery"
12976,"Action,Drama"
12980,"Comedy,Drama,Family"
12981,Romance
12982,"Action,Romance"
12983,"Comedy,Drama"
12984,"Comedy,Drama,Romance"
12985,"Drama,Sport"
12986,Comedy
12988,"Crime,Drama,Romance"
12990,Drama
12993,"Drama,Thriller"
12997,"Horror,Romance,Sci-Fi"
12998,Drama
12999,"Drama,Thriller,War"
13000,"Comedy,Drama"
13001,"Drama,Romance"
13004,"Action,Adventure"
13005,"Action,Adventure,Drama"
13006,"Horror,Thriller"
13009,"Action,Drama"
13010,"Action,Thriller"
13011,"Comedy,Drama"
13012,"Action,Crime,Drama"
13013,"Action,Adventure,Drama"
13019,"Action,Crime,Drama"
13020,"Comedy,Musical"
13021,"Action,Drama,Thriller"
13031,"Comedy,Crime,Mystery"
13032,"Action,Crime,Drama"
13034,"Action,Comedy,Drama"
13037,"Horror,Mystery,Thriller"
13038,Comedy
13039,"Comedy,Music,Sport"
13042,"Adventure,Comedy,Musical"
13043,Drama
13047,Comedy
13049,"Crime,Drama"
13050,"Comedy,Romance"
13053,"Comedy,Drama,Horror"
13055,"Comedy,Romance"
13056,"Crime,Drama,Romance"
13057,"Crime,Drama,Western"
13060,Drama
13065,Horror
13067,"Action,Adventure,Romance"
13074,"Comedy,Romance"
13075,"Action,Crime,Drama"
13077,"Action,Adventure,Horror"
13080,"Comedy,Drama,Romance"
13084,"Romance,Thriller"
13087,"Comedy,Sci-Fi"
13090,"Drama,Western"
13091,"Drama,Western"
13092,"Comedy,Drama,Musical"
13094,"Crime,Horror,Thriller"
13098,"Crime,Drama"
13101,"Drama,Musical"
13104,"Crime,Drama"
13109,"Comedy,Drama,Family"
13110,"Action,Drama,Western"
13113,"Action,Adventure,Comedy"
13114,"Drama,Romance"
13115,"Biography,Documentary,Music"
13120,"Adventure,Crime,Drama"
13122,"Action,Crime,Drama"
13126,"Drama,Romance"
13129,"Crime,Drama,Mystery"
13130,"Comedy,Crime"
13135,"Action,Drama,Western"
13136,"Comedy,Drama,Family"
13138,Comedy
13141,"Comedy,Drama,Romance"
13142,"Comedy,Drama"
13143,"Action,Drama,Western"
13147,"Adventure,Biography,Family"
13149,"Action,Crime"
13150,Comedy
13152,"Adventure,Drama,Family"
13158,"Comedy,Drama,Mystery"
13165,Comedy
13166,"Action,Comedy,Drama"
13168,"Comedy,Horror,Sci-Fi"
13173,"Adventure,Family,Fantasy"
13180,"Horror,Thriller"
13183,"Drama,Horror,Musical"
13184,"Comedy,Drama,Fantasy"
13186,"Comedy,Horror"
13187,"Drama,Horror,Mystery"
13197,"Action,Animation,Crime"
13198,"Action,Crime,Drama"
13202,"Action,Adventure,Crime"
13210,"Action,Crime,Drama"
13213,"Drama,Thriller"
13214,"Comedy,Fantasy,Romance"
13215,"Action,Comedy,Crime"
13218,"Adventure,Family,Fantasy"
13219,Horror
13220,"Comedy,Romance"
13221,"Adventure,Biography,Drama"
13222,"Comedy,Romance"
13224,"Comedy,Fantasy,Horror"
13225,Comedy
13230,"Action,Comedy,Crime"
13236,"Action,Sport,Thriller"
13237,"Crime,Drama,Thriller"
13239,"Comedy,Drama,Romance"
13240,"Comedy,Crime,Drama"
13242,Documentary
13243,"Comedy,Drama,Fantasy"
13244,"Comedy,Romance"
13250,"Comedy,Drama,Romance"
13252,"Comedy,Drama,Mystery"
13257,Comedy
13259,"Drama,Thriller,Western"
13262,"Horror,Sci-Fi,Thriller"
13263,"Drama,Romance"
13265,"Comedy,Drama"
13268,"Drama,Romance"
13270,"Comedy,Drama"
13281,"Drama,Romance"
13282,Drama
13285,"Comedy,Mystery,Thriller"
13287,Comedy
13289,"Comedy,Crime"
13290,"Comedy,Drama"
13293,Drama
13295,"Comedy,Musical"
13297,"Comedy,Musical,Romance"
13299,Comedy
13301,"Action,Adventure,Sci-Fi"
13303,"Drama,Sci-Fi,Thriller"
13311,"Comedy,Drama,Romance"
13312,"Comedy,Music,Romance"
13313,"Action,Romance,Thriller"
13316,"Action,Adventure,Romance"
13323,"Action,Adventure,Crime"
13327,"Action,Romance"
13328,"Action,Drama"
13331,Drama
13332,"Action,Crime,Drama"
13334,"Comedy,Drama,Romance"
13336,"Crime,Drama,Romance"
13340,"Adventure,Horror,Romance"
13344,Comedy
13347,Comedy
13349,Drama
13352,"Comedy,Drama,Romance"
13354,"Drama,Fantasy,Romance"
13357,"Action,Drama"
13358,"Comedy,Mystery"
13361,"Comedy,Drama,Romance"
13364,Drama
13368,"Fantasy,Horror,Mystery"
13369,"Adventure,Fantasy"
13370,"Drama,Romance"
13374,"Drama,Thriller"
13379,"Crime,Drama,Thriller"
13380,"Comedy,Drama"
13382,"Comedy,Crime"
13384,"Comedy,Drama,Romance"
13387,"Comedy,Drama,Music"
13390,"Drama,Western"
13391,"Comedy,Crime,Drama"
13392,"Action,Adventure,Comedy"
13393,Romance
13394,"Action,Crime,Drama"
13395,Drama
13396,"Comedy,Drama,Romance"
13397,"Comedy,Drama"
13401,Drama
13402,"Animation,Family,Musical"
13404,"Action,Comedy"
13407,"Comedy,Drama"
13409,"Action,Crime,Mystery"
13410,"Drama,Music,Musical"
13411,"Comedy,Drama,Family"
13412,Documentary
13413,Drama
13415,"Comedy,Drama,Music"
13418,"Comedy,Horror"
13420,"Action,Drama,Romance"
13423,"Drama,Music,Romance"
13425,"Drama,History,Romance"
13426,"Comedy,Drama,Romance"
13431,"Action,Adventure,Sci-Fi"
13435,"Action,Adventure,Drama"
13436,Romance
13438,Romance
13439,Romance
13441,Comedy
13442,"Comedy,Drama"
13444,Drama
13446,Drama
13448,"Action,Crime,Drama"
13451,"Action,Crime,Family"
13452,"Comedy,Romance,Western"
13453,"Comedy,Drama,Fantasy"
13459,"Action,Adventure,Comedy"
13461,"Comedy,Music"
13464,Comedy
13467,"Crime,Drama,Thriller"
13473,"Adult,History"
13474,"Crime,Drama,Mystery"
13475,"Action,Comedy,Drama"
13479,"Comedy,Romance"
13480,"Horror,Sci-Fi"
13481,"Mystery,Thriller"
13486,Romance
13488,"Action,Adventure,Animation"
13491,"Action,Crime,Drama"
13495,"Action,Adventure,Comedy"
13496,"Adventure,Biography,Comedy"
13497,"Comedy,Drama,Romance"
13498,"Drama,Romance"
13501,"Drama,Romance"
13506,"Comedy,Crime,Mystery"
13511,"Comedy,Fantasy,Horror"
13512,"Action,Adventure,Drama"
13514,"Comedy,Drama,Romance"
13517,Drama
13518,"Comedy,Musical,War"
13520,"Action,Thriller"
13523,"Comedy,Drama,Family"
13524,"Crime,Drama,Film-Noir"
13526,Adventure
13527,"Action,Drama,Romance"
13528,"Drama,Musical,Romance"
13530,"Drama,Family"
13531,"Adventure,Comedy,Crime"
13532,"Comedy,Fantasy"
13533,"Crime,Music,Musical"
13535,"Comedy,Drama,Romance"
13537,"Adventure,Animation,Family"
13552,Comedy
13553,"Action,Crime,Thriller"
13554,"Drama,Sport"
13556,"Comedy,Drama,Music"
13558,"Action,Crime,Drama"
13561,"Action,Drama,Romance"
13562,"Comedy,Drama,Romance"
13564,"Drama,Family"
13566,"Action,Crime,Drama"
13568,"Action,Drama,Thriller"
13569,"Comedy,Musical"
13571,Drama
13572,"Comedy,Drama"
13573,"Drama,Musical,Romance"
13575,"Crime,Drama,Romance"
13576,"Drama,Romance"
13577,"Musical,Romance"
13578,"Musical,Romance,Thriller"
13579,"Drama,Romance"
13581,"Comedy,Crime,Romance"
13582,"Comedy,Crime"
13583,"Comedy,Crime,Drama"
13586,"Crime,Horror,Sci-Fi"
13587,"Mystery,Thriller"
13589,"Action,Adventure,Animation"
13590,"Comedy,Drama"
13595,"Drama,Romance"
13596,"Fantasy,Horror"
13597,"Action,Comedy,Fantasy"
13598,"Drama,Fantasy,Romance"
13603,"Biography,Drama,History"
13605,Drama
13607,"Action,Crime"
13608,"Comedy,Drama,Mystery"
13612,"Comedy,Crime,Drama"
13615,"Horror,Sci-Fi"
13616,Documentary
13618,"Horror,Mystery"
13621,"Adventure,Drama"
13624,"Action,Adventure,Comedy"
13625,"Action,Adventure,Comedy"
13627,"Action,Adventure,Fantasy"
13628,Comedy
13629,"Drama,Romance"
13630,Horror
13642,"Drama,War"
13644,"Action,Adventure,Animation"
13646,"Drama,Music,Romance"
13647,"Comedy,Crime"
13648,"Comedy,Crime"
13650,"Action,Drama,Romance"
13652,"Comedy,Family,Western"
13653,"Mystery,Romance,Thriller"
13654,Comedy
13656,"Comedy,Documentary"
13658,"Drama,History,Romance"
13659,"Biography,Drama,Sport"
13660,"Comedy,Western"
13662,"Drama,War"
13665,"Adventure,Animation,Comedy"
13668,"Action,Comedy"
13670,"Drama,Romance,Sport"
13671,"Action,Comedy"
13672,Western
13673,Drama
13674,Comedy
13676,"Action,Adventure,Comedy"
13677,"Comedy,Thriller"
13678,"Drama,History,Romance"
13679,"Comedy,Drama"
13680,"Biography,Musical"
13681,Western
13683,Horror
13685,"Comedy,Romance"
13686,"Comedy,Drama,Romance"
13688,"Action,Drama,Romance"
13689,"Comedy,Romance"
13692,"Action,Romance,Western"
13694,"Action,Comedy,Crime"
13695,"Musical,Romance"
13698,Comedy
13699,"Action,Fantasy,Horror"
13704,"Comedy,Drama,Romance"
13707,"Action,Crime,Drama"
13714,"Drama,Thriller"
13716,"Drama,Mystery,Romance"
13717,"Action,Sci-Fi,Thriller"
13719,"Action,Thriller"
13721,Drama
13722,"Drama,Romance"
13723,"Crime,Drama,Mystery"
13724,"Comedy,Crime,Sci-Fi"
13732,"Comedy,Crime"
13733,"Action,Adventure,Sci-Fi"
13735,"Action,Adventure,Horror"
13739,"Crime,Drama,Romance"
13744,"Crime,Drama"
13745,"Comedy,Musical,Romance"
13746,"Adventure,Comedy,Musical"
13747,"Family,Fantasy,Musical"
13748,"Action,Crime,Drama"
13749,"Drama,Western"
13751,"Drama,Romance"
13752,"Horror,Sci-Fi"
13753,"Comedy,Drama,Mystery"
13754,"Horror,Mystery,Thriller"
13756,"Action,Drama,Sport"
13760,Drama
13765,"Comedy,Horror"
13766,Comedy
13767,"Comedy,Drama,Romance"
13771,Drama
13774,Western
13776,Comedy
13777,"Crime,Horror,Thriller"
13781,Comedy
13783,"Comedy,Drama,Romance"
13784,"Action,Drama"
13789,"Action,Comedy,Crime"
13790,Drama
13792,"Adventure,Comedy,Fantasy"
13793,"Musical,Romance"
13796,Documentary
13798,"Action,Fantasy,Thriller"
13799,"Drama,Thriller"
13800,"Action,Horror,Thriller"
13804,"Action,Horror,Thriller"
13810,"Drama,Western"
13812,"Action,Adventure,Sci-Fi"
13813,"Drama,Romance"
13818,"Drama,Fantasy"
13819,"Adventure,Drama,Family"
13820,"Adventure,Animation,Comedy"
13821,"Horror,Mystery,Thriller"
13823,"Action,Adventure,Comedy"
13824,"Crime,Drama,Film-Noir"
13831,"Action,Documentary,Fantasy"
13832,"Comedy,Fantasy"
13840,"Action,Animation,Music"
13841,"Adventure,Crime,Drama"
13844,"Action,Thriller"
13847,Comedy
13848,"Crime,Drama,Mystery"
13849,"Action,Crime"
13850,Comedy
13854,"Drama,Horror,Thriller"
13858,"Action,Romance,Sci-Fi"
13860,Drama
13862,"Comedy,Musical"
13866,"Comedy,Drama,Family"
13869,"Action,Comedy,Fantasy"
13871,"Comedy,Romance"
13872,"Drama,Sport"
13874,Comedy
13878,"Action,Comedy,Drama"
13879,"Action,Crime,Drama"
13881,"Comedy,Crime,Drama"
13892,"Action,Crime,Drama"
13894,"Drama,Romance"
13895,"Action,Adventure,Comedy"
13897,"Action,Drama"
13899,"Action,Adventure,Animation"
13902,"Drama,Fantasy,Romance"
13905,"Comedy,Crime"
13906,"Drama,Music"
13907,"Comedy,Crime,Drama"
13911,"Action,Adventure,Drama"
13912,"Drama,Sport"
13915,"Action,Comedy,Crime"
13920,"Comedy,Drama,Romance"
13921,"Drama,Thriller"
13924,"Action,Comedy,Fantasy"
13925,Documentary
13926,Drama
13934,"Action,Comedy,Horror"
13937,Documentary
13938,Comedy
13939,"Comedy,Music"
13943,"Drama,Romance"
13945,Comedy
13946,"Action,Animation,Comedy"
13955,"Adventure,Romance"
13956,"Comedy,Romance"
13959,"Action,Comedy,Fantasy"
13960,"Action,Comedy,Fantasy"
13966,"Adventure,Comedy,Romance"
13967,"Action,Crime,Drama"
13969,"Comedy,Drama"
13973,"Comedy,Horror"
13975,Drama
13976,"Comedy,Drama,Fantasy"
13977,"Drama,History,War"
13983,"Drama,Horror,Mystery"
13988,"Adventure,Comedy,Drama"
13989,"Comedy,Drama,Fantasy"
13991,"Comedy,Crime,Romance"
13992,"Drama,Romance"
13994,"Action,Adventure,Animation"
13996,"Adventure,Drama,War"
13998,"Comedy,Drama"
14003,Comedy
14005,"Drama,Romance"
14008,Documentary
14009,"Comedy,Drama,Family"
14013,Comedy
14014,"Action,Adventure,Sci-Fi"
14017,Comedy
14019,"Comedy,Music"
14022,Comedy
14023,"Comedy,Music"
14024,"Action,Comedy,Musical"
14026,"Adventure,Horror,Thriller"
14028,"Comedy,Drama,Family"
14030,"Comedy,Drama,Sport"
14031,"Drama,Romance,War"
14034,Drama
14035,"Action,Adventure,Drama"
14036,"Comedy,Drama,Fantasy"
14037,"Comedy,Drama,Romance"
14041,"Comedy,Western"
14043,"Comedy,Musical,Romance"
14045,"Action,Adventure,Crime"
14046,"Comedy,Crime"
14049,"Drama,War"
14050,Comedy
14052,"Action,Drama,Romance"
14053,"Drama,Romance"
14054,"Drama,Romance,Western"
14057,"Comedy,Musical"
14059,"Comedy,Drama,Musical"
14060,"Action,Crime"
14062,"Drama,Music,Romance"
14071,"Drama,Romance"
14074,"Comedy,Crime,Drama"
14075,"Comedy,Drama"
14076,"Crime,Drama"
14079,"Adventure,Drama,Sci-Fi"
14080,"Comedy,Romance"
