id,rating,votes
562,7.3,272296.0
568,7.0,8925.0
569,9.0,988087.0
571,7.5,20169.0
572,8.0,77952.0
577,8.3,97207.0
578,7.1,93656.0
579,6.8,221070.0
580,5.2,82342.0
581,6.4,21825.0
582,7.6,309593.0
583,7.2,898.0
585,8.2,1031802.0
590,7.3,3963.0
594,7.0,11230.0
598,7.1,4493.0
600,8.0,238556.0
607,7.2,6251.0
608,7.9,160639.0
609,5.4,9686.0
610,6.4,37.0
611,5.7,64779.0
612,7.1,154094.0
616,6.8,166712.0
617,7.7,10811.0
618,6.4,6537.0
619,6.9,131202.0
620,7.6,129211.0
623,7.0,52939.0
624,8.0,292095.0
627,7.4,17702.0
629,7.6,20374.0
630,7.0,78479.0
631,8.0,60388.0
635,7.2,6821.0
636,7.8,166855.0
637,7.7,27630.0
638,7.3,14097.0
639,6.8,25859.0
641,6.6,10191.0
643,6.9,246238.0
645,5.1,1113.0
647,5.6,10549.0
648,6.0,7452.0
650,6.9,279101.0
651,6.7,150414.0
653,6.5,239132.0
655,7.7,62119.0
660,7.7,50871.0
661,7.3,22539.0
662,7.4,70838.0
665,7.3,14476.0
666,7.4,15658.0
667,7.2,12597.0
669,6.7,28676.0
672,7.8,81764.0
674,7.5,109340.0
676,7.2,672078.0
679,7.7,120021.0
681,6.9,111886.0
683,7.2,78288.0
684,8.0,585784.0
685,7.8,127231.0
686,6.8,68149.0
687,7.3,123719.0
688,8.1,657224.0
689,7.5,139881.0
690,7.8,85361.0
691,8.0,311092.0
692,7.8,177423.0
694,7.5,456817.0
696,6.8,33575.0
697,6.8,21495.0
698,8.2,469127.0
701,8.1,203294.0
703,7.5,101539.0
705,7.2,340427.0
706,5.8,3127.0
707,6.2,32978.0
715,7.3,312862.0
717,7.7,338312.0
718,7.2,120129.0
719,8.4,1223475.0
722,8.6,815142.0
725,7.2,102735.0
726,7.5,315140.0
733,5.5,373.0
736,5.4,227.0
739,2.8,13309.0
740,7.2,16424.0
741,7.6,547078.0
742,6.1,20908.0
745,5.8,15564.0
748,6.6,147849.0
749,7.6,13203.0
750,7.4,8876.0
751,6.6,3206.0
753,6.3,652.0
754,7.2,7606.0
755,6.9,6276.0
756,7.3,6942.0
757,6.0,538.0
758,5.5,68134.0
759,7.8,35182.0
761,7.9,24899.0
763,7.1,8913.0
766,7.5,549871.0
768,7.6,235879.0
769,7.1,10234.0
770,7.7,21345.0
773,8.0,198890.0
775,6.2,92338.0
776,7.3,250875.0
777,6.2,69206.0
778,6.6,1753.0
779,7.2,1956.0
782,5.8,25839.0
783,6.3,235299.0
784,7.0,274354.0
785,6.7,10780.0
787,6.0,56620.0
788,6.9,229414.0
790,5.6,17162.0
791,5.4,162066.0
794,7.3,1743.0
795,7.0,12423.0
801,7.0,70037.0
804,7.7,169282.0
807,7.3,1189.0
808,7.2,13487.0
809,7.7,17858.0
810,7.5,16994.0
811,7.9,60213.0
812,6.1,241248.0
813,7.1,407297.0
814,6.4,88087.0
815,6.9,74415.0
816,7.6,27077.0
817,6.4,83320.0
819,7.8,68272.0
820,6.8,3061.0
821,6.7,246519.0
823,7.3,169016.0
824,5.5,9398.0
826,7.3,85372.0
829,7.3,13437.0
830,7.6,26814.0
832,7.1,1759.0
834,6.8,1149.0
837,7.9,15760.0
838,7.5,7676.0
840,6.8,17497.0
841,8.0,196481.0
844,7.4,3498.0
845,6.6,1761.0
847,5.1,129.0
849,7.8,21165.0
854,6.9,6141.0
855,6.8,62803.0
856,7.5,31197.0
857,7.7,146113.0
858,7.3,6810.0
859,7.0,1822.0
860,7.2,2620.0
861,7.7,7096.0
862,8.1,18691.0
864,7.2,69938.0
866,7.3,10841.0
867,7.4,35960.0
