film,filmLabel,book,bookLabel
http://www.wikidata.org/entity/Q1999790,El Amor brujo,http://www.wikidata.org/entity/Q2609739,El amor brujo
http://www.wikidata.org/entity/Q91927956,Q91927956,http://www.wikidata.org/entity/Q2609739,El amor brujo
http://www.wikidata.org/entity/Q11887621,Pessi and Illusia,http://www.wikidata.org/entity/Q25395283,Pessi and Illusia
http://www.wikidata.org/entity/Q1133230,Sri Rama Rajyam,http://www.wikidata.org/entity/Q37293,Ramayana
http://www.wikidata.org/entity/Q3521744,Raavanan,http://www.wikidata.org/entity/Q37293,Ramayana
http://www.wikidata.org/entity/Q7288562,Ram Rajya,http://www.wikidata.org/entity/Q37293,Ramayana
http://www.wikidata.org/entity/Q7410189,Sampoorna Ramayana,http://www.wikidata.org/entity/Q37293,Ramayana
http://www.wikidata.org/entity/Q16312127,Dayalan,http://www.wikidata.org/entity/Q37293,Ramayana
http://www.wikidata.org/entity/Q624055,Arabian Nights,http://www.wikidata.org/entity/Q8258,One Thousand and One Nights
http://www.wikidata.org/entity/Q1219086,New Tales of Scheherazade,http://www.wikidata.org/entity/Q8258,One Thousand and One Nights
http://www.wikidata.org/entity/Q4373861,The Last Night of Scheherazade,http://www.wikidata.org/entity/Q8258,One Thousand and One Nights
http://www.wikidata.org/entity/Q4428753,The Dream of the Red Chamber,http://www.wikidata.org/entity/Q8265,Dream of the Red Chamber
http://www.wikidata.org/entity/Q4660118,A Thousand and One Nights,http://www.wikidata.org/entity/Q8258,One Thousand and One Nights
http://www.wikidata.org/entity/Q10470878,Dream of the Red Chamber,http://www.wikidata.org/entity/Q8265,Dream of the Red Chamber
http://www.wikidata.org/entity/Q10470901,Dream of the Red Chamber,http://www.wikidata.org/entity/Q8265,Dream of the Red Chamber
http://www.wikidata.org/entity/Q10470926,Dream of the Red Chamber,http://www.wikidata.org/entity/Q8265,Dream of the Red Chamber
http://www.wikidata.org/entity/Q15898142,Awakening,http://www.wikidata.org/entity/Q8265,Dream of the Red Chamber
http://www.wikidata.org/entity/Q15914723,The Dream of the Red Chamber,http://www.wikidata.org/entity/Q8265,Dream of the Red Chamber
http://www.wikidata.org/entity/Q60991741,The Story of the Stone,http://www.wikidata.org/entity/Q8265,Dream of the Red Chamber
http://www.wikidata.org/entity/Q110878850,"Dream of the Red Chamber, Part 1",http://www.wikidata.org/entity/Q8265,Dream of the Red Chamber
http://www.wikidata.org/entity/Q110887616,"Dream of the Red Chamber, Part 2",http://www.wikidata.org/entity/Q8265,Dream of the Red Chamber
http://www.wikidata.org/entity/Q110895259,"Dream of the Red Chamber, Part 3",http://www.wikidata.org/entity/Q8265,Dream of the Red Chamber
http://www.wikidata.org/entity/Q110904404,"Dream of the Red Chamber, Part 4",http://www.wikidata.org/entity/Q8265,Dream of the Red Chamber
http://www.wikidata.org/entity/Q110915048,"Dream of the Red Chamber, Part 5",http://www.wikidata.org/entity/Q8265,Dream of the Red Chamber
http://www.wikidata.org/entity/Q110926002,"Dream of the Red Chamber, Part 6",http://www.wikidata.org/entity/Q8265,Dream of the Red Chamber
http://www.wikidata.org/entity/Q29816,Mother,http://www.wikidata.org/entity/Q169632,Mat'
http://www.wikidata.org/entity/Q141359,Oliver!,http://www.wikidata.org/entity/Q164974,Oliver Twist
http://www.wikidata.org/entity/Q165525,101 Reykjavík,http://www.wikidata.org/entity/Q165520,101 Reykjavík
http://www.wikidata.org/entity/Q167905,Zazie in the Metro,http://www.wikidata.org/entity/Q167906,Zazie in the Metro
http://www.wikidata.org/entity/Q332330,For Your Eyes Only,http://www.wikidata.org/entity/Q161191,For Your Eyes Only
http://www.wikidata.org/entity/Q373141,Oliver Twist,http://www.wikidata.org/entity/Q164974,Oliver Twist
http://www.wikidata.org/entity/Q643811,War and Peace,http://www.wikidata.org/entity/Q161531,War and Peace
http://www.wikidata.org/entity/Q645752,Oliver Twist,http://www.wikidata.org/entity/Q164974,Oliver Twist
http://www.wikidata.org/entity/Q664726,Pickpocket,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q692347,Crime and Punishment,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q845176,War and Peace,http://www.wikidata.org/entity/Q161531,War and Peace
http://www.wikidata.org/entity/Q861202,Oliver Twist,http://www.wikidata.org/entity/Q164974,Oliver Twist
http://www.wikidata.org/entity/Q873302,Crime and Punishment,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q1074519,Student,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q1978763,Crime and Punishment,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q2067859,The Stranger,http://www.wikidata.org/entity/Q163297,The Stranger
http://www.wikidata.org/entity/Q2265019,Oliver Twist,http://www.wikidata.org/entity/Q164974,Oliver Twist
http://www.wikidata.org/entity/Q2398429,Crime and Punishment,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q2656034,Fear,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q2657630,Crime and Punishment,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q3002621,Crime and Punishment,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q3283017,Nina,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q3350676,Oliver Twist,http://www.wikidata.org/entity/Q164974,Oliver Twist
http://www.wikidata.org/entity/Q3542561,Twist,http://www.wikidata.org/entity/Q164974,Oliver Twist
http://www.wikidata.org/entity/Q3881809,Oliver Twist,http://www.wikidata.org/entity/Q164974,Oliver Twist
http://www.wikidata.org/entity/Q5185247,Crime and Punishment,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q5185478,Crime and Punishment,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q5437360,Fate,http://www.wikidata.org/entity/Q163297,The Stranger
http://www.wikidata.org/entity/Q7087891,Oliver Twist,http://www.wikidata.org/entity/Q164974,Oliver Twist
http://www.wikidata.org/entity/Q7087893,Oliver Twist,http://www.wikidata.org/entity/Q164974,Oliver Twist
http://www.wikidata.org/entity/Q8028217,Without Compassion,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q8911249,Crime and Punishment,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q10436161,Crime and Punishment,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q20814507,Dwitiyo Ripu,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q28453475,Oliver Twist,http://www.wikidata.org/entity/Q164974,Oliver Twist
http://www.wikidata.org/entity/Q30308091,Manik,http://www.wikidata.org/entity/Q164974,Oliver Twist
http://www.wikidata.org/entity/Q51930071,Oliver Twist,http://www.wikidata.org/entity/Q164974,Oliver Twist
http://www.wikidata.org/entity/Q55154954,"Oliver Twist, Jr.",http://www.wikidata.org/entity/Q164974,Oliver Twist
http://www.wikidata.org/entity/Q60737692,War and Peace,http://www.wikidata.org/entity/Q161531,War and Peace
http://www.wikidata.org/entity/Q65083783,Crime and Punishment,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q123401570,The Velveteen Rabbit,http://www.wikidata.org/entity/Q168351,The Velveteen Rabbit
http://www.wikidata.org/entity/Q134280292,The Stranger,http://www.wikidata.org/entity/Q163297,The Stranger
http://www.wikidata.org/entity/Q136698650,Crime and Punishment,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q28234,Les Misérables,http://www.wikidata.org/entity/Q180736,Les Misérables
http://www.wikidata.org/entity/Q155018,The Name of the Rose,http://www.wikidata.org/entity/Q172850,The Name of the Rose
http://www.wikidata.org/entity/Q164331,Moby Dick,http://www.wikidata.org/entity/Q174596,Moby-Dick
http://www.wikidata.org/entity/Q259574,Les Misérables,http://www.wikidata.org/entity/Q180736,Les Misérables
http://www.wikidata.org/entity/Q270385,Pride & Prejudice,http://www.wikidata.org/entity/Q170583,Pride and Prejudice
http://www.wikidata.org/entity/Q318910,Interview with the Vampire,http://www.wikidata.org/entity/Q176470,Interview with the Vampire
http://www.wikidata.org/entity/Q368552,Captain Ahab,http://www.wikidata.org/entity/Q174596,Moby-Dick
http://www.wikidata.org/entity/Q392328,Age of the Dragons,http://www.wikidata.org/entity/Q174596,Moby-Dick
http://www.wikidata.org/entity/Q637021,The Golden Compass,http://www.wikidata.org/entity/Q169976,Northern Lights
http://www.wikidata.org/entity/Q940014,Pride and Prejudice,http://www.wikidata.org/entity/Q170583,Pride and Prejudice
http://www.wikidata.org/entity/Q956955,Les Misérables,http://www.wikidata.org/entity/Q180736,Les Misérables
http://www.wikidata.org/entity/Q967018,Holes,http://www.wikidata.org/entity/Q175421,Holes
http://www.wikidata.org/entity/Q1114422,Les Misérables,http://www.wikidata.org/entity/Q180736,Les Misérables
http://www.wikidata.org/entity/Q1193096,Les Misérables,http://www.wikidata.org/entity/Q180736,Les Misérables
http://www.wikidata.org/entity/Q1217117,Les Misérables,http://www.wikidata.org/entity/Q180736,Les Misérables
http://www.wikidata.org/entity/Q1354148,Bride and Prejudice,http://www.wikidata.org/entity/Q170583,Pride and Prejudice
http://www.wikidata.org/entity/Q1423235,Moby Dick,http://www.wikidata.org/entity/Q174596,Moby-Dick
http://www.wikidata.org/entity/Q1541167,Moby Dick,http://www.wikidata.org/entity/Q174596,Moby-Dick
http://www.wikidata.org/entity/Q1780602,Les Misérables,http://www.wikidata.org/entity/Q180736,Les Misérables
http://www.wikidata.org/entity/Q2088470,Pride & Prejudice: A Latter-Day Comedy,http://www.wikidata.org/entity/Q170583,Pride and Prejudice
http://www.wikidata.org/entity/Q2368378,Mio in the Land of Faraway,http://www.wikidata.org/entity/Q178688,"Mio, My Son"
http://www.wikidata.org/entity/Q2394581,Les Misérables,http://www.wikidata.org/entity/Q180736,Les Misérables
http://www.wikidata.org/entity/Q3233876,Les Misérables,http://www.wikidata.org/entity/Q180736,Les Misérables
http://www.wikidata.org/entity/Q3233877,Les Misérables,http://www.wikidata.org/entity/Q180736,Les Misérables
http://www.wikidata.org/entity/Q3233878,Les Misérables,http://www.wikidata.org/entity/Q180736,Les Misérables
http://www.wikidata.org/entity/Q3794896,The Sea Beast,http://www.wikidata.org/entity/Q174596,Moby-Dick
http://www.wikidata.org/entity/Q4729071,All Men Are Mortal,http://www.wikidata.org/entity/Q177487,All Men Are Mortal
http://www.wikidata.org/entity/Q5435060,Farewell to the Ark,http://www.wikidata.org/entity/Q178869,One Hundred Years of Solitude
http://www.wikidata.org/entity/Q5607733,Grete Minde,http://www.wikidata.org/entity/Q179500,Grete Minde
http://www.wikidata.org/entity/Q6887421,Moby Dick,http://www.wikidata.org/entity/Q174596,Moby-Dick
http://www.wikidata.org/entity/Q7278566,"Rabbit, Run",http://www.wikidata.org/entity/Q178791,"Rabbit, Run"
http://www.wikidata.org/entity/Q16489413,Bajo la metralla,http://www.wikidata.org/entity/Q177069,The Just Assassins
http://www.wikidata.org/entity/Q108101957,Fire Island,http://www.wikidata.org/entity/Q170583,Pride and Prejudice
http://www.wikidata.org/entity/Q125397488,Moby Dick,http://www.wikidata.org/entity/Q174596,Moby-Dick
http://www.wikidata.org/entity/Q131311883,Protected Men,http://www.wikidata.org/entity/Q180670,Les hommes protégés
http://www.wikidata.org/entity/Q2875,Gone with the Wind,http://www.wikidata.org/entity/Q2870,Gone with the Wind
http://www.wikidata.org/entity/Q209737,Arabian Nights,http://www.wikidata.org/entity/Q8258,One Thousand and One Nights
http://www.wikidata.org/entity/Q518901,Don Quixote,http://www.wikidata.org/entity/Q480,Don Quixote
http://www.wikidata.org/entity/Q707986,The Diary of Anne Frank,http://www.wikidata.org/entity/Q6911,Diary of Anne Frank
http://www.wikidata.org/entity/Q820061,Ulysses,http://www.wikidata.org/entity/Q6511,Ulysses
http://www.wikidata.org/entity/Q2095178,The Man Who Killed Don Quixote,http://www.wikidata.org/entity/Q480,Don Quixote
http://www.wikidata.org/entity/Q2640322,Man of La Mancha,http://www.wikidata.org/entity/Q480,Don Quixote
http://www.wikidata.org/entity/Q3035884,Don Quixote,http://www.wikidata.org/entity/Q480,Don Quixote
http://www.wikidata.org/entity/Q3140173,Honor of the Knights,http://www.wikidata.org/entity/Q480,Don Quixote
http://www.wikidata.org/entity/Q3415590,Don Quixote,http://www.wikidata.org/entity/Q480,Don Quixote
http://www.wikidata.org/entity/Q3549217,Uncle Tom's Cabin,http://www.wikidata.org/entity/Q2222,Uncle Tom's Cabin
http://www.wikidata.org/entity/Q3549227,Uncle Tom's Cabin,http://www.wikidata.org/entity/Q2222,Uncle Tom's Cabin
http://www.wikidata.org/entity/Q3713502,Don Chisciotte and Sancio Panza,http://www.wikidata.org/entity/Q480,Don Quixote
http://www.wikidata.org/entity/Q3713503,Don Quixote,http://www.wikidata.org/entity/Q480,Don Quixote
http://www.wikidata.org/entity/Q3713583,Don Quixote,http://www.wikidata.org/entity/Q480,Don Quixote
http://www.wikidata.org/entity/Q4004531,Uncle Tom's Cabin,http://www.wikidata.org/entity/Q2222,Uncle Tom's Cabin
http://www.wikidata.org/entity/Q4928147,Bloom,http://www.wikidata.org/entity/Q6511,Ulysses
http://www.wikidata.org/entity/Q5293358,Don Quixote,http://www.wikidata.org/entity/Q480,Don Quixote
http://www.wikidata.org/entity/Q5813247,Don Quijote cabalga de nuevo,http://www.wikidata.org/entity/Q480,Don Quixote
http://www.wikidata.org/entity/Q5824107,El caballero Don Quijote,http://www.wikidata.org/entity/Q480,Don Quixote
http://www.wikidata.org/entity/Q16988903,Don Quixote,http://www.wikidata.org/entity/Q480,Don Quixote
http://www.wikidata.org/entity/Q18210045,Topsy and Eva,http://www.wikidata.org/entity/Q2222,Uncle Tom's Cabin
http://www.wikidata.org/entity/Q48594537,Love All You Have Left,http://www.wikidata.org/entity/Q6911,Diary of Anne Frank
http://www.wikidata.org/entity/Q60840578,Uncle Tom's Cabin,http://www.wikidata.org/entity/Q2222,Uncle Tom's Cabin
http://www.wikidata.org/entity/Q124308678,Passages from James Joyce's Finnegans Wake,http://www.wikidata.org/entity/Q6507,Finnegans Wake
http://www.wikidata.org/entity/Q8594,101 Dalmatians,http://www.wikidata.org/entity/Q8563,The Hundred and One Dalmatians
http://www.wikidata.org/entity/Q165847,102 Dalmatians,http://www.wikidata.org/entity/Q8563,The Hundred and One Dalmatians
http://www.wikidata.org/entity/Q186587,Troy,http://www.wikidata.org/entity/Q8275,Iliad
http://www.wikidata.org/entity/Q286868,Noah,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q340281,The Fury of Achilles,http://www.wikidata.org/entity/Q8275,Iliad
http://www.wikidata.org/entity/Q773293,The Bible: In the Beginning...,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q938924,Helen of Troy,http://www.wikidata.org/entity/Q8275,Iliad
http://www.wikidata.org/entity/Q3144892,Helena,http://www.wikidata.org/entity/Q8275,Iliad
http://www.wikidata.org/entity/Q13004999,Bhimanjaneya Yuddham,http://www.wikidata.org/entity/Q8276,Mahabharata
http://www.wikidata.org/entity/Q20109592,The Legend of Mardoush,http://www.wikidata.org/entity/Q8279,Shahnameh
http://www.wikidata.org/entity/Q25524,Hurlevent,http://www.wikidata.org/entity/Q202975,Wuthering Heights
http://www.wikidata.org/entity/Q197233,"Murder, She Said",http://www.wikidata.org/entity/Q197243,4.50 from Paddington
http://www.wikidata.org/entity/Q261546,Fahrenheit 451,http://www.wikidata.org/entity/Q202009,Fahrenheit 451
http://www.wikidata.org/entity/Q515572,For Whom the Bell Tolls,http://www.wikidata.org/entity/Q200920,For Whom the Bell Tolls
http://www.wikidata.org/entity/Q661244,Wuthering Heights,http://www.wikidata.org/entity/Q202975,Wuthering Heights
http://www.wikidata.org/entity/Q742219,Madame Bovary,http://www.wikidata.org/entity/Q193417,Madame Bovary
http://www.wikidata.org/entity/Q1140611,Wuthering Heights,http://www.wikidata.org/entity/Q202975,Wuthering Heights
http://www.wikidata.org/entity/Q1189728,Wuthering Heights,http://www.wikidata.org/entity/Q202975,Wuthering Heights
http://www.wikidata.org/entity/Q1304008,Le Rouge et le Noir,http://www.wikidata.org/entity/Q192649,The Red and the Black
http://www.wikidata.org/entity/Q1423795,Ryan's Daughter,http://www.wikidata.org/entity/Q193417,Madame Bovary
http://www.wikidata.org/entity/Q1568884,Emily Brontë's Wuthering Heights,http://www.wikidata.org/entity/Q202975,Wuthering Heights
http://www.wikidata.org/entity/Q1700308,Maya Memsaab,http://www.wikidata.org/entity/Q193417,Madame Bovary
http://www.wikidata.org/entity/Q1747540,Madame Bovary,http://www.wikidata.org/entity/Q193417,Madame Bovary
http://www.wikidata.org/entity/Q1813438,Madame Bovary,http://www.wikidata.org/entity/Q193417,Madame Bovary
http://www.wikidata.org/entity/Q2656419,Wuthering Heights,http://www.wikidata.org/entity/Q202975,Wuthering Heights
http://www.wikidata.org/entity/Q3228407,Le crime est notre affaire,http://www.wikidata.org/entity/Q197243,4.50 from Paddington
http://www.wikidata.org/entity/Q3414756,Wuthering Heights,http://www.wikidata.org/entity/Q202975,Wuthering Heights
http://www.wikidata.org/entity/Q3791112,Madame Bovary,http://www.wikidata.org/entity/Q193417,Madame Bovary
http://www.wikidata.org/entity/Q3793654,The Courier of the King,http://www.wikidata.org/entity/Q192649,The Red and the Black
http://www.wikidata.org/entity/Q3829051,Rouge et noir,http://www.wikidata.org/entity/Q192649,The Red and the Black
http://www.wikidata.org/entity/Q3842236,Madame Bovary,http://www.wikidata.org/entity/Q193417,Madame Bovary
http://www.wikidata.org/entity/Q4238708,Red and Black (1976 film),http://www.wikidata.org/entity/Q192649,The Red and the Black
http://www.wikidata.org/entity/Q4777868,Anuradha,http://www.wikidata.org/entity/Q193417,Madame Bovary
http://www.wikidata.org/entity/Q5232719,Hashire Melos!,http://www.wikidata.org/entity/Q194551,"Run, Melos!"
http://www.wikidata.org/entity/Q6726277,Madame Bovary,http://www.wikidata.org/entity/Q193417,Madame Bovary
http://www.wikidata.org/entity/Q7884595,Unholy Love,http://www.wikidata.org/entity/Q193417,Madame Bovary
http://www.wikidata.org/entity/Q9026668,Madame Bovary,http://www.wikidata.org/entity/Q193417,Madame Bovary
http://www.wikidata.org/entity/Q15154960,Madame Bovary,http://www.wikidata.org/entity/Q193417,Madame Bovary
http://www.wikidata.org/entity/Q16655418,Nicholas on Holiday,http://www.wikidata.org/entity/Q195944,Nicholas on Vacation
http://www.wikidata.org/entity/Q17478107,The Reasons of the Heart,http://www.wikidata.org/entity/Q193417,Madame Bovary
http://www.wikidata.org/entity/Q30014694,"Hooray, It's a Boy!",http://www.wikidata.org/entity/Q201212,"Hooray, It's a Boy!"
http://www.wikidata.org/entity/Q39069893,Fahrenheit 451,http://www.wikidata.org/entity/Q202009,Fahrenheit 451
http://www.wikidata.org/entity/Q140162744,The Great City,http://www.wikidata.org/entity/Q199774,Thus Spoke Zarathustra
http://www.wikidata.org/entity/Q28936,Cloud Atlas,http://www.wikidata.org/entity/Q40205,Cloud Atlas
http://www.wikidata.org/entity/Q107325,Bram Stoker's Dracula,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q131842,The Legend of the 7 Golden Vampires,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q151895,Nosferatu,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q160259,Nosferatu the Vampyre,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q279378,Dracula,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q282276,Dracula's Daughter,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q386714,Count Dracula,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q484987,Dracula 2000,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q568123,Dracula,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q575248,Jesus,http://www.wikidata.org/entity/Q39939,Gospel of Luke
http://www.wikidata.org/entity/Q642842,Dracula,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q1102110,Dracula,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q1130910,Dante's Inferno,http://www.wikidata.org/entity/Q40185,The Divine Comedy
http://www.wikidata.org/entity/Q1254469,Dracula: Dead and Loving It,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q1254476,Bram Stoker's Dracula's Curse,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q2058835,Dracula 3D,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q2561725,Dracula's Death,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q3205861,The Abyss,http://www.wikidata.org/entity/Q38793,L'Oeuvre au noir
http://www.wikidata.org/entity/Q4142083,The Hunger Games: Mockingjay – Part 1,http://www.wikidata.org/entity/Q40354,Mockingjay
http://www.wikidata.org/entity/Q7288562,Ram Rajya,http://www.wikidata.org/entity/Q37293,Ramayana
http://www.wikidata.org/entity/Q7410189,Sampoorna Ramayana,http://www.wikidata.org/entity/Q37293,Ramayana
http://www.wikidata.org/entity/Q7632792,Such a Long Journey,http://www.wikidata.org/entity/Q38213,Such a Long Journey
http://www.wikidata.org/entity/Q10307713,The Hunger Games: Mockingjay – Part 2,http://www.wikidata.org/entity/Q40354,Mockingjay
http://www.wikidata.org/entity/Q16312127,Dayalan,http://www.wikidata.org/entity/Q37293,Ramayana
http://www.wikidata.org/entity/Q107791285,Friend of the World,http://www.wikidata.org/entity/Q40185,The Divine Comedy
http://www.wikidata.org/entity/Q102438,Harry Potter and the Philosopher's Stone,http://www.wikidata.org/entity/Q43361,Harry Potter and the Philosopher's Stone
http://www.wikidata.org/entity/Q1194465,The Hound of the Baskervilles,http://www.wikidata.org/entity/Q45192,The Hound of the Baskervilles
http://www.wikidata.org/entity/Q1194469,The Hound of the Baskervilles,http://www.wikidata.org/entity/Q45192,The Hound of the Baskervilles
http://www.wikidata.org/entity/Q1194481,The Hound of Blackwood Castle,http://www.wikidata.org/entity/Q45192,The Hound of the Baskervilles
http://www.wikidata.org/entity/Q2609506,Blood for Dracula,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q3038555,Zinda Laash,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q3221285,The Hound of the Baskervilles,http://www.wikidata.org/entity/Q45192,The Hound of the Baskervilles
http://www.wikidata.org/entity/Q3297713,Whorrey Potter and the Sorcerer's Balls,http://www.wikidata.org/entity/Q43361,Harry Potter and the Philosopher's Stone
http://www.wikidata.org/entity/Q4809431,Drakula İstanbul'da,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q4929366,Blue Like Jazz,http://www.wikidata.org/entity/Q43714,Blue Like Jazz
http://www.wikidata.org/entity/Q5304682,Dracula: Pages from a Virgin's Diary,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q6272379,Jonathan,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q8907251,The Butcher Boy,http://www.wikidata.org/entity/Q43891,The Butcher Boy
http://www.wikidata.org/entity/Q14512114,Dracula Untold,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q14899273,The Butcher Boy,http://www.wikidata.org/entity/Q43891,The Butcher Boy
http://www.wikidata.org/entity/Q16155883,Dracula Reborn,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q27590084,Dracula Sucks,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q96381322,Hrabe Drakula,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q107394970,The Last Voyage of the Demeter,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q116361132,Nosferatu,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q125187519,Dracula: A Love Tale,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q131549328,Nosferatu,http://www.wikidata.org/entity/Q41542,Dracula
http://www.wikidata.org/entity/Q50969,Onegin,http://www.wikidata.org/entity/Q50948,Eugene Onegin
http://www.wikidata.org/entity/Q60487,The Twilight Saga: Breaking Dawn – Part 2,http://www.wikidata.org/entity/Q53945,Breaking Dawn
http://www.wikidata.org/entity/Q60506,The Twilight Saga: Breaking Dawn – Part 1,http://www.wikidata.org/entity/Q53945,Breaking Dawn
http://www.wikidata.org/entity/Q102225,Harry Potter and the Goblet of Fire,http://www.wikidata.org/entity/Q46751,Harry Potter and the Goblet of Fire
http://www.wikidata.org/entity/Q102244,Harry Potter and the Chamber of Secrets,http://www.wikidata.org/entity/Q47209,Harry Potter and the Chamber of Secrets
http://www.wikidata.org/entity/Q102448,Harry Potter and the Prisoner of Azkaban,http://www.wikidata.org/entity/Q47598,Harry Potter and the Prisoner of Azkaban
http://www.wikidata.org/entity/Q161678,Harry Potter and the Deathly Hallows – Part 1,http://www.wikidata.org/entity/Q46758,Harry Potter and the Deathly Hallows
http://www.wikidata.org/entity/Q161687,Harry Potter and the Half-Blood Prince,http://www.wikidata.org/entity/Q46887,Harry Potter and the Half-Blood Prince
http://www.wikidata.org/entity/Q213773,Charlotte's Web,http://www.wikidata.org/entity/Q45735,Charlotte's Web
http://www.wikidata.org/entity/Q232009,Harry Potter and the Deathly Hallows – Part 2,http://www.wikidata.org/entity/Q46758,Harry Potter and the Deathly Hallows
http://www.wikidata.org/entity/Q655475,From the Earth to the Moon,http://www.wikidata.org/entity/Q53592,From the Earth to the Moon
http://www.wikidata.org/entity/Q1124771,Hearts and Armour,http://www.wikidata.org/entity/Q48922,Orlando Furioso
http://www.wikidata.org/entity/Q1165770,Gomorrah,http://www.wikidata.org/entity/Q50857,Gomorrah
http://www.wikidata.org/entity/Q2365764,The Avenger,http://www.wikidata.org/entity/Q60220,Aeneid
http://www.wikidata.org/entity/Q3223228,Jules Verne's Rocket to the Moon,http://www.wikidata.org/entity/Q53592,From the Earth to the Moon
http://www.wikidata.org/entity/Q3521312,The Hound of the Baskervilles,http://www.wikidata.org/entity/Q45192,The Hound of the Baskervilles
http://www.wikidata.org/entity/Q4633386,2 States,http://www.wikidata.org/entity/Q47153,2 States: The Story of My Marriage
http://www.wikidata.org/entity/Q5261161,Der Hund von Baskerville,http://www.wikidata.org/entity/Q45192,The Hound of the Baskervilles
http://www.wikidata.org/entity/Q5261163,Der Hund von Baskerville,http://www.wikidata.org/entity/Q45192,The Hound of the Baskervilles
http://www.wikidata.org/entity/Q7740458,The Hound of the Baskervilles,http://www.wikidata.org/entity/Q45192,The Hound of the Baskervilles
http://www.wikidata.org/entity/Q15613806,Günter Wallraff - Ganz unten,http://www.wikidata.org/entity/Q48716,Ganz unten
http://www.wikidata.org/entity/Q25111040,Jighansa,http://www.wikidata.org/entity/Q45192,The Hound of the Baskervilles
http://www.wikidata.org/entity/Q65198862,Josephine the Singer and the Mice People,http://www.wikidata.org/entity/Q48229,Lost in America
http://www.wikidata.org/entity/Q100323695,Amerika,http://www.wikidata.org/entity/Q48229,Lost in America
